Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Merchant_Category,Transaction_Amount,Account_Balance_Before,Account_Balance_After,Card_Present,Device_Type,Transaction_Country,Distance_From_Home_KM,Customer_Age,Customer_Gender,Customer_Tenure_Months,Previous_Fraud_Flags,Is_Fraud,Age_Group,Transaction_Hour,Is_Weekend,Is_High_Risk_Hour,Balance_Depletion_Ratio,Amount_to_Balance_Ratio,Transaction_Risk_Score,Merchant_Volatility_Index
TXN000018,CUST00170,2024-01-05 07:38:46,Online Purchase,Online Services,132.4,4121.57,3989.17,Yes,Mobile App,Germany,7.4,82,Female,147,0,0,66+,7,0,0,0.03212368102446389,0.03212368102446398,0,146.23
TXN000019,CUST00927,2024-01-05 09:51:41,Bank Transfer,Fuel,143.71,7955.96,7812.25,,POS Terminal,Germany,1.6,63,Female,161,0,0,56-65,9,0,0,0.01806318784910935,0.018063187849109347,0,147.4
TXN000020,CUST01624,2024-01-05 12:14:15,POS Purchase,Groceries,107.61,457.69,350.08,No,Web Browser,United States,2.2,76,Female,103,0,0,66+,12,0,0,0.2351154711704429,0.23511547117044287,30,130.62
TXN000021,CUST00308,2024-01-05 12:52:24,Online Purchase,Restaurants,47.78,37822.86,37775.08,No,Web Browser,UAE,12.0,33,Male,92,0,0,26-35,12,0,0,0.0012632571941941682,0.001263257194194199,0,139.48
TXN000022,CUST00641,2024-01-05 17:46:45,Bill Payment,Restaurants,63.13,8637.71,8574.58,,ATM Machine,Canada,14.0,62,Female,162,0,0,56-65,17,0,0,0.007308650093601106,0.007308650093601199,0,139.48
TXN000023,CUST00469,2024-01-05 19:37:41,Wire Transfer,Fuel,94.98,2073.33,1978.35,,Mobile App,Pakistan,23.7,22,Male,23,0,0,18-25,19,0,0,0.04581036303916888,0.045810363039168876,0,147.4
TXN000024,CUST00541,2024-01-06 08:44:52,POS Purchase,Healthcare,128.81,9067.02,8938.21,Yes,Web Browser,United States,61.9,70,Male,170,0,0,66+,8,1,0,0.014206431661119233,0.014206431661119089,0,103.71
TXN000025,CUST00656,2024-01-07 16:35:05,POS Purchase,Groceries,122.46,6894.15,6984.15,No,POS Terminal,UAE,10.8,20,Male,41,0,0,18-25,16,1,0,-0.013054546245730075,0.01776288592502339,30,130.62
TXN000026,CUST01066,2024-01-07 18:32:28,ATM Withdrawal,Restaurants,66.89,1804.87,1737.98,No,POS Terminal,United Kingdom,12.7,28,Female,72,0,0,26-35,18,1,0,0.03706084094699334,0.03706084094699341,30,139.48
TXN000027,CUST01660,2024-01-08 08:20:09,ATM Withdrawal,Entertainment,231.09,745.48,514.39,No,Web Browser,UAE,4.1,77,Female,43,0,0,66+,8,0,0,0.3099881955250309,0.3099881955250309,30,166.95
TXN000028,CUST00415,2024-01-08 09:22:25,Online Purchase,Online Services,47.85,2255.92,2208.07,No,POS Terminal,United States,36.3,70,Female,134,0,0,66+,9,0,0,0.021210858541082976,0.021210858541083018,0,146.23
TXN000029,CUST01665,2024-01-08 11:45:16,Online Purchase,Fashion & Apparel,208.17,871.51,663.34,Yes,Mobile App,United States,47.0,44,Male,131,0,0,36-45,11,0,0,0.23886128673222334,0.23886128673222337,0,144.15
TXN000030,CUST00926,2024-01-08 12:04:51,POS Purchase,Electronics,44.56,854.6,810.04,No,Mobile App,Germany,13.5,35,Male,157,0,0,26-35,12,0,0,0.05214135267961626,0.0521413526796162,30,132.66
TXN000031,CUST01214,2024-01-08 14:07:09,Bank Transfer,Online Services,60.42,3729.69,3669.27,,POS Terminal,United Kingdom,7.2,82,Male,109,0,0,66+,14,0,0,0.0161997377798155,0.016199737779815482,0,146.23
TXN000032,CUST01078,2024-01-08 17:31:32,POS Purchase,Restaurants,486.93,4624.05,4137.12,No,Web Browser,United Kingdom,7.7,29,Female,116,0,0,26-35,17,0,0,0.10530379213027546,0.10530379213027541,30,139.48
TXN000033,CUST00325,2024-01-08 18:48:22,Bank Transfer,Restaurants,78.81,1340.79,1261.98,,Mobile App,United Kingdom,0.9,59,Male,144,0,0,56-65,18,0,0,0.05877877967466937,0.058778779674669414,0,139.48
TXN000034,CUST01033,2024-01-09 03:12:52,Bill Payment,Home Improvement,157.85,7106.32,6948.47,,Mobile App,United Kingdom,5.3,24,Male,37,0,0,18-25,3,0,1,0.02221262200407517,0.022212622004075245,25,202.64
TXN000035,CUST00083,2024-01-09 11:11:44,Online Purchase,Electronics,374.27,2364.35,1990.08,Yes,Web Browser,United Kingdom,3.1,30,Male,93,0,0,26-35,11,0,0,0.15829720642036924,0.15829720642036924,0,132.66
TXN000036,CUST01417,2024-01-09 11:57:57,ATM Withdrawal,Electronics,102.39,2061.61,1959.22,No,Web Browser,United States,11.2,61,Female,29,0,0,56-65,11,0,0,0.04966506759280373,0.04966506759280368,30,132.66
TXN000037,CUST01469,2024-01-09 17:32:50,Bill Payment,Fuel,177.87,3395.37,3217.5,,POS Terminal,India,1.9,81,Male,144,0,0,66+,17,0,0,0.05238604334726404,0.05238604334726407,0,147.4
TXN000038,CUST00354,2024-01-09 17:55:32,ATM Withdrawal,Restaurants,104.66,3831.22,3726.56,No,POS Terminal,United States,24.6,22,Male,7,0,0,18-25,17,0,0,0.027317669045369322,0.02731766904536936,30,139.48
TXN000039,CUST00362,2024-01-09 20:43:24,Online Purchase,Groceries,35.22,3521.24,3486.02,Yes,Mobile App,United States,2.0,63,Female,51,0,0,56-65,20,0,0,0.010002158330588031,0.010002158330588089,0,130.62
TXN000040,CUST00957,2024-01-10 11:21:12,Online Purchase,Entertainment,138.71,1069.11,930.4,No,Mobile App,Canada,6.2,20,Male,180,0,0,18-25,11,0,0,0.12974343145232944,0.12974343145232953,0,166.95
TXN000041,CUST00676,2024-01-10 16:57:22,Bill Payment,Groceries,206.76,3194.37,2987.61,,POS Terminal,United States,5.2,26,Male,78,0,0,26-35,16,0,0,0.06472637797124309,0.06472637797124316,0,130.62
TXN000042,CUST00005,2024-01-10 19:52:15,Bank Transfer,Groceries,45.65,9724.58,9678.93,,Mobile App,India,9.6,29,Male,90,0,0,26-35,19,0,0,0.004694290139008537,0.004694290139008574,0,130.62
TXN000043,CUST00520,2024-01-10 20:02:14,POS Purchase,Fuel,265.14,7456.36,7191.22,Yes,Web Browser,Germany,0.5,34,Male,3,0,0,26-35,20,0,0,0.03555890541765679,0.03555890541765687,0,147.4
TXN000044,CUST01435,2024-01-10 22:27:12,ATM Withdrawal,Fuel,59.03,1476.4,1417.37,Yes,Mobile App,Canada,36.1,26,Male,69,0,0,26-35,22,0,0,0.0399823895963155,0.03998238959631536,0,147.4
TXN000045,CUST00303,2024-01-10 23:52:29,Online Purchase,Utilities,111.92,2703.06,2591.14,No,POS Terminal,UAE,0.4,29,Male,122,0,0,26-35,23,0,0,0.0414049262687473,0.041404926268747276,0,128.47
TXN000046,CUST01567,2024-01-11 15:29:26,POS Purchase,Fashion & Apparel,137.92,1923.67,2002.67,Yes,Web Browser,United Kingdom,17.8,20,Male,103,0,0,18-25,15,0,0,-0.041067334833937215,0.07169628886451418,0,144.15
TXN000047,CUST00586,2024-01-11 16:05:57,ATM Withdrawal,Utilities,65.43,6413.79,6348.36,Yes,POS Terminal,United States,18.9,73,Male,150,0,0,66+,16,0,0,0.010201456549091924,0.010201456549091879,0,128.47
TXN000048,CUST00655,2024-01-11 18:26:55,Wire Transfer,Fuel,182.95,3805.6,3622.65,,Mobile App,United Kingdom,3.9,79,Male,100,0,0,66+,18,0,0,0.04807389110784103,0.04807389110784108,0,147.4
TXN000049,CUST00609,2024-01-11 18:44:10,Online Purchase,Fashion & Apparel,171.77,586.52,414.75,Yes,ATM Machine,UAE,28.5,52,Male,177,0,0,46-55,18,0,0,0.2928629884743913,0.29286298847439135,0,144.15
TXN000050,CUST00572,2024-01-11 23:09:20,Bill Payment,Electronics,197.69,1116.94,919.25,,POS Terminal,United States,1.5,23,Female,141,0,0,18-25,23,0,0,0.17699249735885547,0.17699249735885544,0,132.66
TXN000051,CUST01525,2024-01-12 08:27:40,Online Purchase,Fuel,553.39,1527.99,974.6,Yes,POS Terminal,UAE,26.9,24,Female,179,0,0,18-25,8,0,0,0.36216860057984673,0.36216860057984673,0,147.4
TXN000052,CUST00390,2024-01-12 13:42:12,POS Purchase,Healthcare,51.19,7678.32,7627.13,Yes,POS Terminal,United States,6.4,25,Male,33,0,0,18-25,13,0,0,0.0066668229508537805,0.0066668229508538325,0,103.71
TXN000053,CUST01198,2024-01-12 13:46:02,Online Purchase,Fashion & Apparel,79.23,4960.89,4881.66,Yes,Web Browser,United States,9.2,59,Female,10,0,0,56-65,13,0,0,0.015970924572002297,0.0159709245720022,0,144.15
TXN000054,CUST00439,2024-01-12 17:22:34,POS Purchase,Healthcare,81.88,4638.48,4556.6,No,ATM Machine,Pakistan,5.8,65,Male,168,0,0,56-65,17,0,0,0.017652334385401945,0.017652334385402115,30,103.71
TXN000055,CUST01376,2024-01-12 18:37:25,POS Purchase,Fuel,1380.63,686.43,-694.2,Yes,POS Terminal,Pakistan,15.3,49,Male,45,0,0,46-55,18,0,0,1.0,2.011319435339365,10,147.4
TXN000056,CUST00669,2024-01-13 00:22:01,Wire Transfer,Fuel,20.43,2792.78,2772.35,,Web Browser,United Kingdom,22.8,55,Female,38,0,0,46-55,0,1,1,0.007315291573271181,0.007315291573271077,25,147.4
TXN000057,CUST01404,2024-01-13 04:36:14,Wire Transfer,Restaurants,103.43,13808.09,13704.66,,Web Browser,Germany,5.3,19,Female,179,0,0,18-25,4,1,1,0.007490536344997772,0.007490536344997752,25,139.48
TXN000058,CUST01047,2024-01-13 13:30:50,Bank Transfer,Groceries,76.12,17207.57,17131.45,,Web Browser,Canada,5.9,68,Male,64,0,0,66+,13,1,0,0.004423634481800684,0.004423634481800743,0,130.62
TXN000059,CUST00364,2024-01-13 16:13:55,Online Purchase,Electronics,81.41,5718.06,5636.65,Yes,Web Browser,United States,26.0,59,Female,89,0,0,56-65,16,1,0,0.01423734623281336,0.014237346232813225,0,132.66
TXN000060,CUST00124,2024-01-14 15:32:14,POS Purchase,Fuel,206.8,3310.15,3103.35,Yes,Mobile App,Pakistan,7.4,82,Female,92,0,0,66+,15,1,0,0.06247451021857021,0.06247451021857016,0,147.4
TXN000061,CUST00160,2024-01-15 09:20:54,Wire Transfer,Groceries,247.21,2381.8,2134.59,,Mobile App,United Kingdom,6.0,61,Male,180,0,0,56-65,9,0,0,0.10379125031488791,0.1037912503148879,0,130.62
TXN000062,CUST00131,2024-01-15 10:11:34,Online Purchase,Electronics,71.85,4251.35,4179.5,No,Mobile App,Germany,5.3,23,Male,144,0,0,18-25,10,0,0,0.01690051395439104,0.016900513954390954,0,132.66
TXN000063,CUST00326,2024-01-15 11:58:26,Bank Transfer,Healthcare,398.53,2353.46,1954.93,,POS Terminal,United States,1.4,60,Female,28,0,0,56-65,11,0,0,0.16933791099062656,0.16933791099062656,0,103.71
TXN000064,CUST01270,2024-01-15 17:16:09,Online Purchase,Healthcare,133.89,1927.66,1793.77,Yes,Mobile App,Pakistan,17.0,62,Male,179,0,0,56-65,17,0,0,0.0694572694354814,0.06945726943548135,0,103.71
TXN000065,CUST01583,2024-01-15 17:44:22,Bill Payment,Fashion & Apparel,360.24,1943.69,1583.45,,Mobile App,UAE,8.4,65,Female,18,0,0,56-65,17,0,0,0.1853381969346964,0.1853381969346964,0,144.15
TXN000066,CUST00240,2024-01-15 18:48:49,Bank Transfer,Travel,58.55,2908.04,2849.49,,Mobile App,Germany,43.7,85,Female,178,0,0,66+,18,0,0,0.020133835848200225,0.020133835848200162,0,483.02
TXN000067,CUST01009,2024-01-15 20:26:48,Online Purchase,Groceries,76.3,1698.98,1622.68,No,ATM Machine,United Kingdom,6.2,73,Female,49,0,0,66+,20,0,0,0.04490929852028862,0.04490929852028864,0,130.62
TXN000068,CUST01698,2024-01-16 10:48:46,POS Purchase,Healthcare,36.36,8198.89,8162.53,Yes,ATM Machine,Canada,6.6,33,Male,136,0,0,26-35,10,0,0,0.004434746654730052,0.004434746654730092,0,103.71
TXN000069,CUST00596,2024-01-16 12:05:02,POS Purchase,Groceries,54.36,10323.43,10668.43,No,Web Browser,United Kingdom,30.7,35,Female,31,0,0,26-35,12,0,0,-0.03341912523260195,0.0052656917323021515,30,130.62
TXN000070,CUST01191,2024-01-16 16:07:46,Online Purchase,Entertainment,140.86,2663.61,2803.61,No,POS Terminal,India,4.4,76,Female,135,0,0,66+,16,0,0,-0.052560247183333894,0.05288311727317438,0,166.95
TXN000071,CUST00013,2024-01-17 11:38:49,Online Purchase,Healthcare,33.84,1323.07,1289.23,Yes,Web Browser,United Kingdom,12.3,67,Male,91,0,0,66+,11,0,0,0.02557687801854771,0.025576878018547775,0,103.71
TXN000072,CUST01358,2024-01-17 15:31:14,Online Purchase,Healthcare,41.98,1236.7,1194.72,Yes,Mobile App,UAE,23.6,18,Male,146,0,0,18-25,15,0,0,0.03394517667987387,0.03394517667987385,0,103.71
TXN000073,CUST01290,2024-01-17 15:43:28,POS Purchase,Fashion & Apparel,158.39,20404.99,20246.6,No,Mobile App,Pakistan,3.6,84,Male,24,0,0,66+,15,0,0,0.007762316962664674,0.007762316962664524,30,144.15
TXN000074,CUST00944,2024-01-17 19:08:48,Bill Payment,Online Services,145.16,3559.56,3414.4,,ATM Machine,United States,2.6,24,Female,147,0,0,18-25,19,0,0,0.04078032116328981,0.04078032116328984,0,146.23
TXN000075,CUST00145,2024-01-18 11:21:58,ATM Withdrawal,Groceries,933.84,15291.28,14357.44,Yes,Web Browser,United States,2.1,32,Female,50,0,0,26-35,11,0,0,0.06107010008318467,0.06107010008318466,0,130.62
TXN000076,CUST01587,2024-01-18 13:27:23,ATM Withdrawal,Fuel,91.28,14450.78,14359.5,Yes,Web Browser,United States,10.1,68,Male,174,0,0,66+,13,0,0,0.00631661405128309,0.0063166140512830446,0,147.4
TXN000077,CUST01459,2024-01-18 22:38:01,Online Purchase,Electronics,366.0,5056.26,4690.26,No,Mobile App,United States,1.9,35,Male,105,0,0,26-35,22,0,0,0.07238551814977869,0.07238551814977869,0,132.66
TXN000078,CUST00908,2024-01-19 20:17:12,POS Purchase,Electronics,120.28,2020.96,1900.68,Yes,POS Terminal,Canada,8.9,83,Female,67,0,0,66+,20,0,0,0.059516269495685205,0.05951626949568522,0,132.66
TXN000079,CUST01665,2024-01-19 20:46:05,POS Purchase,Restaurants,151.33,5489.84,5338.51,No,ATM Machine,United Kingdom,6.0,42,Male,121,0,0,36-45,20,0,0,0.02756546638882006,0.027565466388820077,30,139.48
TXN000080,CUST01048,2024-01-19 23:50:19,POS Purchase,Entertainment,110.21,7612.31,7502.1,No,Mobile App,United States,38.5,32,Female,109,0,0,26-35,23,0,0,0.014477865457397298,0.014477865457397293,30,166.95
TXN000081,CUST00328,2024-01-20 17:06:53,Bill Payment,Fuel,209.26,816.22,606.96,,Mobile App,United Kingdom,7.5,19,Male,103,0,0,18-25,17,1,0,0.25637695719291365,0.25637695719291365,0,147.4
TXN000082,CUST00064,2024-01-20 20:42:38,Online Purchase,Entertainment,252.93,1185.71,932.78,Yes,ATM Machine,United Kingdom,12.1,80,Female,141,0,0,66+,20,1,0,0.2133152288502248,0.21331522885022475,0,166.95
TXN000083,CUST00356,2024-01-20 21:29:08,POS Purchase,Fashion & Apparel,252.23,3249.83,2997.6,No,POS Terminal,United States,14.6,24,Female,155,0,0,18-25,21,1,0,0.0776132905413514,0.0776132905413514,30,144.15
TXN000084,CUST00958,2024-01-21 01:27:50,Bill Payment,Fashion & Apparel,229.62,3632.88,3403.26,,POS Terminal,Canada,0.6,19,Male,145,0,0,18-25,1,1,1,0.06320605139723852,0.06320605139723856,25,144.15
TXN000085,CUST00500,2024-01-21 09:02:43,POS Purchase,Entertainment,101.76,3545.64,3443.88,Yes,Mobile App,United Kingdom,4.9,51,Male,70,0,0,46-55,9,1,0,0.02870003722882181,0.02870003722882188,0,166.95
TXN000086,CUST00023,2024-01-21 10:18:16,POS Purchase,Entertainment,259.83,3616.36,3750.36,No,POS Terminal,United Kingdom,15.9,85,Female,29,0,0,66+,10,1,0,-0.037053833136081585,0.07184848853543341,30,166.95
TXN000087,CUST00856,2024-01-21 12:41:34,Online Purchase,Jewelry & Luxury,37.04,2046.61,2009.57,No,POS Terminal,United States,2.0,71,Female,140,0,0,66+,12,1,0,0.018098220960515176,0.018098220960515193,0,145.81
TXN000088,CUST01703,2024-01-21 14:40:26,POS Purchase,Electronics,43.75,7047.53,7003.78,No,Mobile App,United States,32.3,59,Male,114,0,0,56-65,14,1,0,0.006207848707277586,0.006207848707277586,30,132.66
TXN000089,CUST01612,2024-01-21 19:31:14,Bank Transfer,Groceries,320.53,3114.27,2793.74,,POS Terminal,UAE,18.5,55,Female,90,0,0,46-55,19,1,0,0.10292299640044061,0.10292299640044054,0,130.62
TXN000090,CUST00845,2024-01-21 23:19:10,ATM Withdrawal,Healthcare,43.46,6246.15,6202.69,Yes,Mobile App,Pakistan,0.6,47,Female,44,0,0,46-55,23,1,0,0.006957886057811618,0.006957886057811612,0,103.71
TXN000091,CUST00893,2024-01-22 11:33:54,Bill Payment,Electronics,75.43,5104.98,5029.55,,Mobile App,United Kingdom,5.9,74,Male,20,0,0,66+,11,0,0,0.014775767975584506,0.014775767975584627,0,132.66
TXN000092,CUST01181,2024-01-22 14:45:45,POS Purchase,Fashion & Apparel,326.52,3142.96,2816.44,Yes,ATM Machine,United Kingdom,33.8,66,Male,1,0,0,66+,14,0,0,0.10388932725838063,0.10388932725838063,0,144.15
TXN000093,CUST00839,2024-01-23 15:37:17,Online Purchase,Jewelry & Luxury,184.07,835.97,651.9,No,POS Terminal,Pakistan,3.7,79,Male,116,0,0,66+,15,0,0,0.22018732729643414,0.22018732729643406,0,145.81
TXN000094,CUST01179,2024-01-23 18:35:16,POS Purchase,Utilities,271.55,2360.87,2798.87,No,Mobile App,United States,17.5,56,Male,129,0,0,56-65,18,0,0,-0.1855248277118181,0.11502115745466715,30,128.47
TXN000095,CUST00187,2024-01-23 18:48:28,POS Purchase,Restaurants,72.62,5797.2,5724.58,Yes,Mobile App,UAE,8.9,80,Female,119,0,0,66+,18,0,0,0.012526737045470209,0.012526737045470228,0,139.48
TXN000096,CUST01654,2024-01-24 07:21:16,Online Purchase,Electronics,31.37,3744.61,3713.24,Yes,Web Browser,India,1.2,49,Male,69,0,0,46-55,7,0,0,0.00837737441282279,0.008377374412822698,0,132.66
TXN000097,CUST01018,2024-01-24 09:05:05,Bill Payment,Fashion & Apparel,36.59,6489.86,6453.27,,Web Browser,Canada,4.2,59,Male,66,0,0,56-65,9,0,0,0.005638026089930945,0.005638026089931063,0,144.15
TXN000098,CUST01000,2024-01-24 17:37:47,POS Purchase,Utilities,211.03,6493.83,6282.8,No,Web Browser,United States,17.3,78,Male,115,0,0,66+,17,0,0,0.03249700099941017,0.03249700099941021,30,128.47
TXN000099,CUST00013,2024-01-25 02:07:40,Online Purchase,Groceries,1237.92,7977.04,6739.12,Yes,Web Browser,United States,21.0,59,Male,8,0,1,56-65,2,0,1,0.1551853820464734,0.1551853820464734,25,130.62
TXN000100,CUST00329,2024-01-25 09:25:20,Online Purchase,Utilities,98.76,8114.07,8015.31,No,Mobile App,United States,3.5,59,Male,161,0,0,56-65,9,0,0,0.012171450332570376,0.012171450332570463,0,128.47
TXN000101,CUST01282,2024-01-25 11:55:39,Online Purchase,Electronics,806.83,832.6,1291.6,Yes,Web Browser,UAE,1.9,34,Female,16,0,0,26-35,11,0,0,-0.5512851309152053,0.969048762911362,10,132.66
TXN000102,CUST00476,2024-01-25 13:10:57,Online Purchase,Electronics,127.32,1822.32,1695.0,Yes,Mobile App,India,20.8,31,Male,62,0,0,26-35,13,0,0,0.06986698274726719,0.06986698274726721,0,132.66
TXN000103,CUST00158,2024-01-25 16:53:38,Bank Transfer,Online Services,873.41,6234.68,5361.27,,Web Browser,India,3.4,71,Male,76,0,0,66+,16,0,0,0.14008898612278414,0.14008898612278417,0,146.23
TXN000104,CUST01013,2024-01-25 20:11:46,POS Purchase,Groceries,172.61,1208.71,1036.1,Yes,Mobile App,United States,10.6,41,Female,118,0,0,36-45,20,0,0,0.1428051393634537,0.1428051393634536,0,130.62
TXN000105,CUST01438,2024-01-25 20:35:13,POS Purchase,Utilities,26.88,9611.28,9584.4,No,Web Browser,United Kingdom,3.6,30,Male,115,0,0,26-35,20,0,0,0.0027967138612131803,0.0027967138612130745,30,128.47
TXN000106,CUST01414,2024-01-26 10:39:04,Bank Transfer,Electronics,1272.16,1846.61,574.45,,Web Browser,Pakistan,23.4,61,Male,12,0,0,56-65,10,0,0,0.6889164468945798,0.6889164468945799,10,132.66
TXN000107,CUST00844,2024-01-26 11:50:29,Online Purchase,Healthcare,153.33,3125.94,2972.61,Yes,Web Browser,India,1.3,60,Male,102,0,0,56-65,11,0,0,0.04905084550567187,0.049050845505671896,0,103.71
TXN000108,CUST00767,2024-01-26 17:53:46,POS Purchase,Fuel,80.44,4715.24,5184.24,No,Mobile App,United Kingdom,2.8,28,Male,19,0,0,26-35,17,0,0,-0.09946471441538501,0.01705957703107371,30,147.4
TXN000109,CUST00707,2024-01-26 19:42:53,ATM Withdrawal,Groceries,174.58,5402.94,5228.36,Yes,Mobile App,United States,14.6,41,Female,147,0,0,36-45,19,0,0,0.032312037520313,0.03231203752031302,0,130.62
TXN000110,CUST01437,2024-01-27 10:59:39,Bill Payment,Home Improvement,15.98,2921.78,2905.8,,Mobile App,United Kingdom,19.5,24,Female,92,0,0,18-25,10,1,0,0.005469268733443318,0.0054692687334433115,0,202.64
TXN000111,CUST00853,2024-01-27 11:53:41,ATM Withdrawal,Online Services,38.74,6582.81,6544.07,Yes,Web Browser,United States,35.0,85,Female,63,0,0,66+,11,1,0,0.005885024784248776,0.005885024784248672,0,146.23
TXN000112,CUST01367,2024-01-27 16:31:38,Online Purchase,Jewelry & Luxury,62.68,6749.01,6686.33,No,Mobile App,United Kingdom,7.8,64,Male,78,0,0,56-65,16,1,0,0.009287288061508324,0.00928728806150828,0,145.81
TXN000113,CUST00945,2024-01-28 11:55:15,Bank Transfer,Healthcare,14.35,4892.55,4878.2,,POS Terminal,United States,42.1,50,Male,64,0,0,46-55,11,1,0,0.002933030832592485,0.002933030832592411,0,103.71
TXN000114,CUST00695,2024-01-28 16:13:32,Online Purchase,Restaurants,47.51,2233.75,2186.24,No,ATM Machine,UAE,3.7,41,Female,118,0,0,36-45,16,1,0,0.021269166200335855,0.021269166200335757,0,139.48
TXN000115,CUST01676,2024-01-28 17:53:16,POS Purchase,Entertainment,47.73,3395.15,3347.42,No,POS Terminal,Canada,55.7,48,Male,32,0,0,46-55,17,1,0,0.014058289029939773,0.014058289029939766,30,166.95
TXN000116,CUST00492,2024-01-28 18:32:04,Bank Transfer,Utilities,102.98,2534.31,2431.33,,POS Terminal,Pakistan,20.7,85,Female,67,0,0,66+,18,1,0,0.040634334394766235,0.04063433439476623,0,128.47
TXN000117,CUST00258,2024-01-28 21:07:39,Online Purchase,Groceries,98.14,1014.77,916.63,No,POS Terminal,United States,3.3,39,Male,27,0,0,36-45,21,1,0,0.09671157010948292,0.09671157010948293,0,130.62
TXN000118,CUST00809,2024-01-29 09:33:58,Bank Transfer,Groceries,326.41,648.21,321.8,,Web Browser,United Kingdom,20.3,33,Female,65,0,0,26-35,9,0,0,0.503555946375403,0.503555946375403,10,130.62
